SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT
NZ_MG014722_1,87192,87644,-,arr-3,1-453/453,===============,0/0,100,100,card,EU675686.1:1956-2409,arr-3 is a plasmid-encoded ribosyltransferase found in Vibrio fluvialis.
NZ_MG014722_1,87729,88361,-,catB3,1-633/633,===============,0/0,100,100,card,JX101693.1:58200-58833,catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium Acinetobacter baumannii and Escherichia coli.
NZ_MG014722_1,88499,89329,-,OXA-1,1-831/831,===============,0/0,100,100,card,JN420336.1:2230-1399,OXA-1 is a beta-lactamase found in E. coli.
NZ_MG014722_1,89460,90047,-,AAC(6')-Ib10,25-612/612,===============,0/0,96.08,99.66,card,U59183.1:247-859,AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa.
NZ_MG014722_1,90976,91752,+,AAC(3)-IVa,1-777/777,===============,0/0,100,99.87,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
NZ_MG014722_1,91981,93006,+,APH(4)-Ia,1-1026/1026,===============,0/0,100,100,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
NZ_MG014722_1,97853,98668,+,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_MG014722_1,101171,102385,-,floR,1-1215/1215,===============,0/0,100,99.75,card,AF231986.2:3307-4522,floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica Escherichia coli Klebsiella pneumoniae Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 and Vibrio cholerae.
NZ_MG014722_1,110484,110957,+,dfrA17,1-474/474,===============,0/0,100,100,card,DQ838665.1:0-474,dfrA17 is an integron-encoded dihydrofolate reductase found in Escherichia coli.
NZ_MG014722_1,229069,230315,-,tet(A),1-1247/1275,===============,0/0,97.8,99.84,card,AF534183.1:2970-4245,TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.
NZ_MG014722_1,235968,236828,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
NZ_MG014722_1,244091,245266,+,oqxA,1-1176/1176,===============,0/0,100,99.83,card,EU370913.1:46651-47827,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MG014722_1,245290,248442,+,oqxB,1-3153/3153,===============,0/0,100,99.97,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MG014722_1,257438,258313,+,CTX-M-65,1-876/876,===============,0/0,100,100,card,EF418608.1:9-885,CTX-M-65 is a beta-lactamase found in Escherichia coli.
NZ_MG014722_1,262157,262573,+,FosA3,1-417/417,===============,0/0,100,100,card,JF411006.1:951-1368,An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.
NZ_MG385063_1,75589,76402,-,APH(3')-Ia,1-814/816,===============,0/0,99.75,99.39,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.
NZ_MG385063_1,79103,79894,+,sul3,1-792/792,===============,0/0,100,100,card,FJ196385.1:9323-8531,Sul3 is a sulfonamide resistant dihydropteroate synthase similar to Sul1 and Sul2. Its resistance gene was found encoded in E. coli plasmid DNA of sulfonamide resistant isolates.
NZ_MG385063_1,81074,81406,-,qacL,1-333/333,===============,0/0,100,91.59,card,DQ149925.1:188-521,A subunit of the qac multidrug efflux pump in Vibrio cholerae.
NZ_MG385063_1,81576,82367,-,aadA,1-792/792,===============,0/0,100,99.62,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
NZ_MG385063_1,82460,83719,-,cmlA1,1-1260/1260,===============,0/0,100,99.92,card,M64556.1:600-1860,cmlA1 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa and Klebsiella pneumoniae.
NZ_MG385063_1,83981,84760,-,aadA2,1-780/780,===============,0/0,100,100,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
NZ_MG385063_1,95749,96564,-,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_MG385063_1,101411,102436,-,APH(4)-Ia,1-1026/1026,===============,0/0,100,100,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
NZ_MG385063_1,102665,103441,-,AAC(3)-IVa,1-777/777,===============,0/0,100,99.87,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
NZ_MG385063_1,104381,105286,+,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
NZ_MG385063_1,105283,106521,+,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
NZ_MG385063_1,124844,126763,-,tet(M),1-1920/1920,===============,0/0,100,99.27,card,AB039845.1:25-1945,Tet(M) is a ribosomal protection protein that confers tetracycline resistance. It is found on transposable DNA elements and its horizontal transfer between bacterial species has been documented.
NZ_MG385063_1,132099,133337,-,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
NZ_MG385063_1,133334,134239,-,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
NZ_MG385063_1,137338,138198,-,AAC(3)-IId,1-861/861,===============,0/0,100,99.88,card,EU022314.1:0-861,AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli.
NZ_MG385063_1,139866,143018,-,oqxB,1-3153/3153,===============,0/0,100,100,card,EU370913.1:47850-51003,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MG385063_1,143042,144217,-,oqxA,1-1176/1176,===============,0/0,100,100,card,EU370913.1:46651-47827,RND efflux pump conferring resistance to fluoroquinolone.
NZ_MG385063_1,269682,270542,-,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
NZ_MG385063_1,275486,275902,-,FosA3,1-417/417,===============,0/0,100,100,card,JF411006.1:951-1368,An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.
NZ_MG385063_1,276514,277389,-,CTX-M-14,1-876/876,===============,0/0,100,100,card,AF252622.2:1740-2616,CTX-M-14 is a beta-lactamase found in the Enterobacteriaceae family.
NZ_MG385063_1,320442,322067,-,MCR-1.1,1-1626/1626,===============,0/0,100,100,card,KP347127.1:22412-24038,MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A resulting reduction in negative charge of the cell membrane.
NZ_MG591702_1,49903,50319,-,FosA3,1-417/417,===============,0/0,100,100,card,JF411006.1:951-1368,An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.
NZ_MG591702_1,50931,51806,-,CTX-M-14,1-876/876,===============,0/0,100,100,card,AF252622.2:1740-2616,CTX-M-14 is a beta-lactamase found in the Enterobacteriaceae family.
NZ_MG591702_1,70551,71456,+,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
NZ_MG591702_1,71453,72691,+,Mrx,1-1239/1239,===============,0/0,100,100,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
NZ_MG591702_1,132099,133724,+,MCR-1.1,1-1626/1626,===============,0/0,100,100,card,KP347127.1:22412-24038,MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A resulting reduction in negative charge of the cell membrane.
NZ_MG656414_1,76636,77449,-,APH(3')-Ia,1-814/816,===============,0/0,99.75,99.39,card,BX664015.1:103833-103017,APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.
NZ_MG656414_1,80146,80936,+,sul3,1-792/792,========/======,1/1,99.87,99.87,card,FJ196385.1:9323-8531,Sul3 is a sulfonamide resistant dihydropteroate synthase similar to Sul1 and Sul2. Its resistance gene was found encoded in E. coli plasmid DNA of sulfonamide resistant isolates.
NZ_MG656414_1,82116,82448,-,qacL,1-333/333,===============,0/0,100,91.59,card,DQ149925.1:188-521,A subunit of the qac multidrug efflux pump in Vibrio cholerae.
NZ_MG656414_1,82618,83409,-,aadA,1-792/792,===============,0/0,100,99.62,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
NZ_MG656414_1,83502,84761,-,cmlA1,1-1260/1260,===============,0/0,100,99.92,card,M64556.1:600-1860,cmlA1 is a plasmid or transposon-encoded chloramphenicol exporter that is found in Pseudomonas aeruginosa and Klebsiella pneumoniae.
NZ_MG656414_1,85023,85802,-,aadA2,1-780/780,===============,0/0,100,100,card,AF156486.1:5012-5792,aadA2 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in K. pneumoniae Salmonella spp. Corynebacterium glutamicum C. freundii and Aeromonas spp.
NZ_MG656414_1,97341,98555,+,floR,1-1215/1215,===============,0/0,100,99.83,card,AF231986.2:3307-4522,floR is a plasmid or chromosome-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica Escherichia coli Klebsiella pneumoniae Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 and Vibrio cholerae.
NZ_MG656414_1,101058,101873,-,sul2,1-816/816,===============,0/0,100,100,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_MG656414_1,106720,107745,-,APH(4)-Ia,1-1026/1026,===============,0/0,100,100,card,V01499.1:230-1256,APH(4)-Ia is a plasmid-encoded aminoglycoside phosphotransferase in E. coli.
NZ_MG656414_1,107974,108750,-,AAC(3)-IVa,1-777/777,===============,0/0,100,99.87,card,DQ241380.1:0-777,AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli C. jejuni and P. stutzeri.
NZ_MG656414_1,109870,110745,+,CTX-M-14,1-876/876,===============,0/0,100,100,card,AF252622.2:1740-2616,CTX-M-14 is a beta-lactamase found in the Enterobacteriaceae family.
NZ_MG656414_1,111357,111772,+,FosA3,1-417/417,========/======,1/1,99.76,99.76,card,JF411006.1:951-1368,An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.
NZ_MG656414_1,129233,131148,-,tet(M),1-1920/1920,========/======,4/4,99.79,99.06,card,AB039845.1:25-1945,Tet(M) is a ribosomal protection protein that confers tetracycline resistance. It is found on transposable DNA elements and its horizontal transfer between bacterial species has been documented.
NZ_MG656414_1,240561,241798,-,Mrx,1-1239/1239,========/======,1/1,99.92,99.92,card,AY522923.1:8983-7744,Mrx is part of the macrolide inactivation gene cluster in Aeromonas hydrophila.
NZ_MG656414_1,241795,242700,-,mphA,1-906/906,===============,0/0,100,100,card,D16251.1:2531-1625,The mphA gene encodes for resistance enzyme MPH(2')-I which preferentially inactivate 14-membered macrolides (e.g.erythromycin telithromycin roxithromycin) over 16-membered macrolides (e.g.tylosin spiramycin). It phosphorylates macrolides at 2'-OH hydroxyl of desosamine sugar of macrolides in a GTP-dependent manner.
NZ_MG656414_1,274921,276546,-,MCR-1.1,1-1626/1626,===============,0/0,100,100,card,KP347127.1:22412-24038,MCR-1 is a plasmid-borne phosphoethanolamine transferase that interferes with binding of colistin to the cell membrane via addition of phosphoethanolamine to lipid A resulting reduction in negative charge of the cell membrane.
NZ_MG904992_1,126205,127410,+,tet(B),1-1206/1206,===============,0/0,100,99.75,card,AB089595.1:0-1206,Tet(B) is a tetracycline efflux protein expressed in many Gram-negative bacteria. It confers resistance to tetracycline doxycycline and minocycline but not tigecycline.
NZ_MG904992_1,129443,130282,-,sul1,1-840/840,===============,0/0,100,100,card,JF969163.1:1053-1893,Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.
NZ_MG904992_1,130276,130623,-,qacEdelta1,1-348/348,===============,0/0,100,100,card,U49101.1:1490-1838,QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.
NZ_MG904992_1,130787,131578,-,aadA,1-792/792,===============,0/0,100,99.75,card,AF550679.1:81768-80976,ANT(3'')-Ia is an aminoglycoside nucleotidyltransferase gene encoded by plasmids transposons integrons in Enterobacteriaceae A. baumannii P. aeruginosa and Vibrio cholerae.
NZ_MG904992_1,131671,132144,-,dfrA1,1-474/474,===============,0/0,100,100,card,KJ541681.1:19526-20000,dfrA1 is an integron-encoded dihydrofolate reductase.
NZ_MG904992_1,133391,134227,-,APH(6)-Id,1-837/837,===============,0/0,100,99.88,card,AF024602.1:3155-3992,APH(6)-Id is an aminoglycoside phosphotransferase encoded by plasmids integrative conjugative elements and chromosomal genomic islands in K. pneumoniae Salmonella spp. E. coli Shigella flexneri Providencia alcalifaciens Pseudomonas spp. V. cholerae Edwardsiella tarda Pasteurella multocida and Aeromonas bestiarum.
NZ_MG904992_1,134227,135030,-,APH(3'')-Ib,1-804/804,===============,0/0,100,99.75,card,AF313472.2:15593-16397,APH(3'')-Ib is an aminoglycoside phosphotransferase encoded by plasmids transposons integrative conjugative elements and chromosomes in Enterobacteriaceae and Pseudomonas spp.
NZ_MG904992_1,135091,135906,-,sul2,1-816/816,===============,0/0,100,99.63,card,AY055428.1:21084-20268,Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.
NZ_MG904992_1,139227,140087,+,TEM-1,1-861/861,===============,0/0,100,99.88,card,AL513383.1:161910-162771,TEM-1 is a broad-spectrum beta-lactamase found in many Gram-negative bacteria. Confers resistance to penicillins and first generation cephalosphorins.
